proposal_id,image_uid,predicted_class,verified_class,detector_confidence,verdict,iou,xmin,ymin,xmax,ymax
detector:nwpu_positive_524_det001,nwpu_positive_524,harbor,,0.08986014127731323,reject_background,0.0,559,480,624,503
detector:nwpu_positive_544_det000,nwpu_positive_544,bridge,bridge,0.860646665096283,accept,0.7674,794,195,908,306
detector:nwpu_positive_544_det001,nwpu_positive_544,bridge,bridge,0.06004008278250694,reject_localisation,0.1172,243,207,310,245
detector:nwpu_positive_549_det000,nwpu_positive_549,baseball_diamond,baseball_diamond,0.9136455059051514,accept,0.8077,142,267,213,321
detector:nwpu_positive_549_det001,nwpu_positive_549,bridge,bridge,0.8695066571235657,accept,0.8378,584,33,715,161
detector:nwpu_positive_549_det002,nwpu_positive_549,bridge,,0.08735384047031403,reject_background,0.0,571,388,665,451
detector:nwpu_positive_549_det003,nwpu_positive_549,basketball_court,,0.06828126311302185,reject_background,0.0,1,0,53,48
detector:nwpu_positive_557_det000,nwpu_positive_557,bridge,bridge,0.7420221567153931,adjust,0.5254,157,310,363,457
detector:nwpu_positive_557_det001,nwpu_positive_557,bridge,bridge,0.6521484851837158,accept,0.8415,817,48,946,230
detector:nwpu_positive_557_det002,nwpu_positive_557,bridge,bridge,0.13248002529144287,adjust,0.4834,160,311,315,440
detector:nwpu_positive_559_det000,nwpu_positive_559,bridge,bridge,0.8576651811599731,adjust,0.5745,51,132,180,224
detector:nwpu_positive_559_det001,nwpu_positive_559,bridge,bridge,0.7438685894012451,accept,0.7723,615,47,696,167
detector:nwpu_positive_559_det002,nwpu_positive_559,bridge,bridge,0.7123512029647827,accept,0.853,950,55,1097,177
detector:nwpu_positive_559_det003,nwpu_positive_559,ship,,0.11242764443159103,reject_background,0.0,329,100,384,120
detector:nwpu_positive_561_det000,nwpu_positive_561,bridge,bridge,0.9280131459236145,adjust,0.6759,451,65,609,131
detector:nwpu_positive_561_det001,nwpu_positive_561,bridge,bridge,0.9153408408164978,accept,0.7322,476,434,644,550
detector:nwpu_positive_563_det000,nwpu_positive_563,airplane,airplane,0.9646502137184143,accept,0.9021,101,379,165,435
detector:nwpu_positive_563_det001,nwpu_positive_563,airplane,airplane,0.957400381565094,accept,0.9067,285,368,340,432
detector:nwpu_positive_563_det002,nwpu_positive_563,airplane,airplane,0.9559998512268066,accept,0.8727,696,175,748,230
detector:nwpu_positive_563_det003,nwpu_positive_563,airplane,airplane,0.95074063539505,accept,0.802,906,300,986,357
detector:nwpu_positive_563_det004,nwpu_positive_563,airplane,airplane,0.9371844530105591,accept,0.849,394,87,445,125
detector:nwpu_positive_563_det005,nwpu_positive_563,airplane,airplane,0.9338081479072571,accept,0.8919,728,342,794,415
detector:nwpu_positive_563_det006,nwpu_positive_563,airplane,airplane,0.932212233543396,accept,0.928,599,24,662,69
detector:nwpu_positive_563_det007,nwpu_positive_563,airplane,airplane,0.9304884076118469,accept,0.8748,935,235,999,286
detector:nwpu_positive_563_det008,nwpu_positive_563,airplane,airplane,0.9280135631561279,accept,0.9245,190,382,253,445
detector:nwpu_positive_563_det009,nwpu_positive_563,airplane,airplane,0.8997087478637695,accept,0.8982,88,517,156,575
detector:nwpu_positive_563_det010,nwpu_positive_563,airplane,airplane,0.897572934627533,adjust,0.6381,797,161,877,221
detector:nwpu_positive_563_det011,nwpu_positive_563,airplane,airplane,0.8970749378204346,accept,0.887,586,141,652,192
detector:nwpu_positive_563_det012,nwpu_positive_563,airplane,airplane,0.8813516497612,accept,0.86,275,174,339,230
detector:nwpu_positive_563_det013,nwpu_positive_563,airplane,airplane,0.7698558568954468,accept,0.774,195,224,255,277
detector:nwpu_positive_566_det000,nwpu_positive_566,ground_track_field,ground_track_field,0.9462985396385193,accept,0.9221,269,50,478,298
detector:nwpu_positive_566_det001,nwpu_positive_566,baseball_diamond,baseball_diamond,0.9184600710868835,accept,0.8462,634,157,728,236
detector:nwpu_positive_566_det002,nwpu_positive_566,baseball_diamond,,0.38447174429893494,reject_background,0.0,767,131,845,276
detector:nwpu_positive_566_det003,nwpu_positive_566,ground_track_field,,0.08374515920877457,reject_background,0.0,768,101,845,298
detector:nwpu_positive_575_det000,nwpu_positive_575,ground_track_field,ground_track_field,0.9745630621910095,accept,0.8795,335,39,586,298
detector:nwpu_positive_575_det001,nwpu_positive_575,baseball_diamond,baseball_diamond,0.937488317489624,accept,0.9262,234,173,309,235
detector:nwpu_positive_575_det002,nwpu_positive_575,baseball_diamond,baseball_diamond,0.8981906175613403,accept,0.9633,265,377,388,480
detector:nwpu_positive_580_det000,nwpu_positive_580,baseball_diamond,baseball_diamond,0.8828570246696472,accept,0.962,411,263,494,339
detector:nwpu_positive_580_det001,nwpu_positive_580,baseball_diamond,baseball_diamond,0.8812439441680908,accept,0.9495,124,265,256,401
detector:nwpu_positive_580_det002,nwpu_positive_580,baseball_diamond,baseball_diamond,0.877752959728241,accept,0.8699,469,103,550,167
detector:nwpu_positive_580_det003,nwpu_positive_580,baseball_diamond,baseball_diamond,0.8266642093658447,accept,0.9168,600,37,675,100
detector:nwpu_positive_580_det004,nwpu_positive_580,baseball_diamond,baseball_diamond,0.6332782506942749,accept,0.8466,743,120,810,189
detector:nwpu_positive_580_det005,nwpu_positive_580,harbor,,0.13456308841705322,reject_background,0.0,600,430,649,483
detector:nwpu_positive_584_det000,nwpu_positive_584,baseball_diamond,baseball_diamond,0.9582393169403076,accept,0.9593,209,200,286,263
detector:nwpu_positive_584_det001,nwpu_positive_584,baseball_diamond,baseball_diamond,0.9400435090065002,accept,0.931,59,349,116,398
detector:nwpu_positive_584_det002,nwpu_positive_584,baseball_diamond,baseball_diamond,0.9383788704872131,accept,0.8745,653,39,732,96
detector:nwpu_positive_584_det003,nwpu_positive_584,baseball_diamond,baseball_diamond,0.9313138127326965,accept,0.8439,396,240,449,284
detector:nwpu_positive_584_det004,nwpu_positive_584,baseball_diamond,baseball_diamond,0.7138311266899109,accept,0.8247,729,128,788,175
detector:nwpu_positive_584_det005,nwpu_positive_584,baseball_diamond,,0.24310243129730225,reject_background,0.0,0,306,9,352
detector:nwpu_positive_584_det006,nwpu_positive_584,baseball_diamond,,0.06608902662992477,reject_background,0.0,0,302,14,359
detector:nwpu_positive_589_det000,nwpu_positive_589,baseball_diamond,baseball_diamond,0.9460554122924805,accept,0.9215,233,184,297,243
detector:nwpu_positive_589_det001,nwpu_positive_589,baseball_diamond,baseball_diamond,0.9300007820129395,accept,0.9446,509,31,587,93
detector:nwpu_positive_589_det002,nwpu_positive_589,baseball_diamond,baseball_diamond,0.9260535836219788,accept,0.9444,934,278,1012,347
detector:nwpu_positive_589_det003,nwpu_positive_589,baseball_diamond,baseball_diamond,0.9237257242202759,accept,0.9609,112,366,216,461
detector:nwpu_positive_589_det004,nwpu_positive_589,tennis_court,tennis_court,0.92270427942276,accept,0.8192,751,247,816,277
detector:nwpu_positive_589_det005,nwpu_positive_589,ground_track_field,ground_track_field,0.9212925434112549,accept,0.9292,353,169,739,329
detector:nwpu_positive_589_det006,nwpu_positive_589,tennis_court,tennis_court,0.921220064163208,accept,0.9365,761,271,824,301
detector:nwpu_positive_589_det007,nwpu_positive_589,baseball_diamond,baseball_diamond,0.9170449376106262,accept,0.9767,676,13,773,88
detector:nwpu_positive_589_det008,nwpu_positive_589,tennis_court,tennis_court,0.8527376651763916,accept,0.7592,737,195,801,229
detector:nwpu_positive_589_det009,nwpu_positive_589,tennis_court,tennis_court,0.8333367705345154,accept,0.8147,744,223,808,252
detector:nwpu_positive_589_det010,nwpu_positive_589,baseball_diamond,,0.31198850274086,reject_background,0.0,347,63,406,109
detector:nwpu_positive_589_det011,nwpu_positive_589,tennis_court,tennis_court,0.1266465038061142,adjust,0.4176,757,255,820,291
detector:nwpu_positive_589_det012,nwpu_positive_589,tennis_court,tennis_court,0.061718929558992386,adjust,0.5058,739,193,810,239
detector:nwpu_positive_593_det000,nwpu_positive_593,tennis_court,tennis_court,0.9426892399787903,accept,0.8616,427,185,514,267
detector:nwpu_positive_593_det001,nwpu_positive_593,tennis_court,tennis_court,0.9355221390724182,accept,0.8513,381,209,466,290
detector:nwpu_positive_593_det002,nwpu_positive_593,basketball_court,basketball_court,0.9332754015922546,accept,0.8778,438,322,552,433
detector:nwpu_positive_593_det003,nwpu_positive_593,baseball_diamond,baseball_diamond,0.899629533290863,accept,0.8419,808,278,925,379
detector:nwpu_positive_593_det004,nwpu_positive_593,basketball_court,basketball_court,0.8953649401664734,accept,0.9205,507,287,618,390
detector:nwpu_positive_593_det005,nwpu_positive_593,baseball_diamond,,0.09023123234510422,reject_background,0.0,801,421,881,486
detector:nwpu_positive_601_det000,nwpu_positive_601,ground_track_field,ground_track_field,0.9464297294616699,accept,0.9609,208,110,426,383
detector:nwpu_positive_607_det000,nwpu_positive_607,basketball_court,basketball_court,0.966850757598877,accept,0.8209,647,271,695,338
detector:nwpu_positive_607_det001,nwpu_positive_607,tennis_court,tennis_court,0.9358542561531067,accept,0.7581,334,229,376,292
detector:nwpu_positive_607_det002,nwpu_positive_607,tennis_court,tennis_court,0.9191523194313049,accept,0.7694,372,232,416,293
detector:nwpu_positive_607_det003,nwpu_positive_607,tennis_court,tennis_court,0.9186792373657227,accept,0.7888,349,151,392,211
detector:nwpu_positive_607_det004,nwpu_positive_607,tennis_court,tennis_court,0.908767580986023,accept,0.8252,311,149,352,209
detector:nwpu_positive_607_det005,nwpu_positive_607,tennis_court,tennis_court,0.905808687210083,accept,0.8733,295,227,336,289
detector:nwpu_positive_607_det006,nwpu_positive_607,tennis_court,tennis_court,0.8962384462356567,accept,0.9203,605,260,643,325
detector:nwpu_positive_607_det007,nwpu_positive_607,tennis_court,tennis_court,0.8289982676506042,accept,0.7917,388,152,429,213
detector:nwpu_positive_607_det008,nwpu_positive_607,tennis_court,tennis_court,0.732921302318573,accept,0.8936,569,257,607,324
detector:nwpu_positive_610_det000,nwpu_positive_610,basketball_court,basketball_court,0.9025486707687378,accept,0.9042,297,193,416,283
detector:nwpu_positive_610_det001,nwpu_positive_610,tennis_court,tennis_court,0.9015451669692993,accept,0.8588,390,127,490,202
detector:nwpu_positive_610_det002,nwpu_positive_610,ship,,0.07327745109796524,reject_background,0.0,774,464,794,497
detector:nwpu_positive_615_det000,nwpu_positive_615,tennis_court,tennis_court,0.9546937942504883,accept,0.9072,223,262,266,337
detector:nwpu_positive_615_det001,nwpu_positive_615,baseball_diamond,baseball_diamond,0.9369844198226929,accept,0.9471,691,143,808,245
detector:nwpu_positive_615_det002,nwpu_positive_615,tennis_court,tennis_court,0.9207073450088501,accept,0.8377,269,264,312,339
detector:nwpu_positive_615_det003,nwpu_positive_615,tennis_court,tennis_court,0.8999457955360413,accept,0.8851,314,264,360,342
detector:nwpu_positive_615_det004,nwpu_positive_615,basketball_court,basketball_court,0.8441692590713501,accept,0.9663,163,254,226,343
detector:nwpu_positive_620_det000,nwpu_positive_620,ground_track_field,ground_track_field,0.9551308751106262,accept,0.9663,320,110,591,420
detector:nwpu_positive_627_det000,nwpu_positive_627,ground_track_field,ground_track_field,0.9658981561660767,accept,0.9662,168,84,509,319
detector:nwpu_positive_633_det000,nwpu_positive_633,ground_track_field,ground_track_field,0.9389094710350037,accept,0.9637,235,73,381,368
detector:nwpu_positive_633_det001,nwpu_positive_633,baseball_diamond,baseball_diamond,0.9189831018447876,accept,0.9343,405,307,495,392
detector:nwpu_positive_633_det002,nwpu_positive_633,baseball_diamond,baseball_diamond,0.9131158590316772,accept,0.7955,263,381,319,441
detector:nwpu_positive_633_det003,nwpu_positive_633,tennis_court,,0.20890094339847565,reject_background,0.0,154,474,184,524
detector:nwpu_positive_633_det004,nwpu_positive_633,tennis_court,,0.05722249299287796,reject_background,0.0,181,474,207,522
detector:nwpu_positive_639_det000,nwpu_positive_639,ground_track_field,ground_track_field,0.9471466541290283,accept,0.9512,288,30,550,292
detector:nwpu_positive_639_det001,nwpu_positive_639,baseball_diamond,baseball_diamond,0.9339451789855957,accept,0.9132,453,319,552,413
detector:nwpu_positive_648_det000,nwpu_positive_648,ground_track_field,ground_track_field,0.9527134895324707,accept,0.907,255,83,417,376
detector:nwpu_positive_648_det001,nwpu_positive_648,baseball_diamond,baseball_diamond,0.9111961126327515,accept,0.9042,458,165,549,238
detector:nwpu_positive_648_det002,nwpu_positive_648,baseball_diamond,baseball_diamond,0.8224560618400574,accept,0.831,400,22,474,77
detector:nwpu_positive_648_det003,nwpu_positive_648,baseball_diamond,baseball_diamond,0.1547463834285736,accept,0.9167,635,421,711,489
detector:nwpu_positive_648_det004,nwpu_positive_648,ship,,0.07097179442644119,reject_background,0.0,705,5,757,22
