image_uid,image_id,image_path,annotation_path,is_background,split,seed,train_ratio,val_ratio,test_ratio
nwpu_positive_491,491,NWPU VHR-10 dataset/positive image set/491.jpg,NWPU VHR-10 dataset/ground truth/491.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_492,492,NWPU VHR-10 dataset/positive image set/492.jpg,NWPU VHR-10 dataset/ground truth/492.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_494,494,NWPU VHR-10 dataset/positive image set/494.jpg,NWPU VHR-10 dataset/ground truth/494.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_495,495,NWPU VHR-10 dataset/positive image set/495.jpg,NWPU VHR-10 dataset/ground truth/495.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_496,496,NWPU VHR-10 dataset/positive image set/496.jpg,NWPU VHR-10 dataset/ground truth/496.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_497,497,NWPU VHR-10 dataset/positive image set/497.jpg,NWPU VHR-10 dataset/ground truth/497.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_498,498,NWPU VHR-10 dataset/positive image set/498.jpg,NWPU VHR-10 dataset/ground truth/498.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_499,499,NWPU VHR-10 dataset/positive image set/499.jpg,NWPU VHR-10 dataset/ground truth/499.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_501,501,NWPU VHR-10 dataset/positive image set/501.jpg,NWPU VHR-10 dataset/ground truth/501.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_502,502,NWPU VHR-10 dataset/positive image set/502.jpg,NWPU VHR-10 dataset/ground truth/502.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_506,506,NWPU VHR-10 dataset/positive image set/506.jpg,NWPU VHR-10 dataset/ground truth/506.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_507,507,NWPU VHR-10 dataset/positive image set/507.jpg,NWPU VHR-10 dataset/ground truth/507.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_509,509,NWPU VHR-10 dataset/positive image set/509.jpg,NWPU VHR-10 dataset/ground truth/509.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_511,511,NWPU VHR-10 dataset/positive image set/511.jpg,NWPU VHR-10 dataset/ground truth/511.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_512,512,NWPU VHR-10 dataset/positive image set/512.jpg,NWPU VHR-10 dataset/ground truth/512.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_513,513,NWPU VHR-10 dataset/positive image set/513.jpg,NWPU VHR-10 dataset/ground truth/513.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_514,514,NWPU VHR-10 dataset/positive image set/514.jpg,NWPU VHR-10 dataset/ground truth/514.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_515,515,NWPU VHR-10 dataset/positive image set/515.jpg,NWPU VHR-10 dataset/ground truth/515.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_516,516,NWPU VHR-10 dataset/positive image set/516.jpg,NWPU VHR-10 dataset/ground truth/516.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_517,517,NWPU VHR-10 dataset/positive image set/517.jpg,NWPU VHR-10 dataset/ground truth/517.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_518,518,NWPU VHR-10 dataset/positive image set/518.jpg,NWPU VHR-10 dataset/ground truth/518.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_520,520,NWPU VHR-10 dataset/positive image set/520.jpg,NWPU VHR-10 dataset/ground truth/520.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_522,522,NWPU VHR-10 dataset/positive image set/522.jpg,NWPU VHR-10 dataset/ground truth/522.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_523,523,NWPU VHR-10 dataset/positive image set/523.jpg,NWPU VHR-10 dataset/ground truth/523.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_525,525,NWPU VHR-10 dataset/positive image set/525.jpg,NWPU VHR-10 dataset/ground truth/525.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_526,526,NWPU VHR-10 dataset/positive image set/526.jpg,NWPU VHR-10 dataset/ground truth/526.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_527,527,NWPU VHR-10 dataset/positive image set/527.jpg,NWPU VHR-10 dataset/ground truth/527.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_528,528,NWPU VHR-10 dataset/positive image set/528.jpg,NWPU VHR-10 dataset/ground truth/528.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_529,529,NWPU VHR-10 dataset/positive image set/529.jpg,NWPU VHR-10 dataset/ground truth/529.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_530,530,NWPU VHR-10 dataset/positive image set/530.jpg,NWPU VHR-10 dataset/ground truth/530.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_531,531,NWPU VHR-10 dataset/positive image set/531.jpg,NWPU VHR-10 dataset/ground truth/531.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_533,533,NWPU VHR-10 dataset/positive image set/533.jpg,NWPU VHR-10 dataset/ground truth/533.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_534,534,NWPU VHR-10 dataset/positive image set/534.jpg,NWPU VHR-10 dataset/ground truth/534.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_535,535,NWPU VHR-10 dataset/positive image set/535.jpg,NWPU VHR-10 dataset/ground truth/535.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_536,536,NWPU VHR-10 dataset/positive image set/536.jpg,NWPU VHR-10 dataset/ground truth/536.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_537,537,NWPU VHR-10 dataset/positive image set/537.jpg,NWPU VHR-10 dataset/ground truth/537.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_538,538,NWPU VHR-10 dataset/positive image set/538.jpg,NWPU VHR-10 dataset/ground truth/538.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_541,541,NWPU VHR-10 dataset/positive image set/541.jpg,NWPU VHR-10 dataset/ground truth/541.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_543,543,NWPU VHR-10 dataset/positive image set/543.jpg,NWPU VHR-10 dataset/ground truth/543.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_545,545,NWPU VHR-10 dataset/positive image set/545.jpg,NWPU VHR-10 dataset/ground truth/545.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_546,546,NWPU VHR-10 dataset/positive image set/546.jpg,NWPU VHR-10 dataset/ground truth/546.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_547,547,NWPU VHR-10 dataset/positive image set/547.jpg,NWPU VHR-10 dataset/ground truth/547.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_548,548,NWPU VHR-10 dataset/positive image set/548.jpg,NWPU VHR-10 dataset/ground truth/548.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_550,550,NWPU VHR-10 dataset/positive image set/550.jpg,NWPU VHR-10 dataset/ground truth/550.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_553,553,NWPU VHR-10 dataset/positive image set/553.jpg,NWPU VHR-10 dataset/ground truth/553.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_555,555,NWPU VHR-10 dataset/positive image set/555.jpg,NWPU VHR-10 dataset/ground truth/555.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_556,556,NWPU VHR-10 dataset/positive image set/556.jpg,NWPU VHR-10 dataset/ground truth/556.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_558,558,NWPU VHR-10 dataset/positive image set/558.jpg,NWPU VHR-10 dataset/ground truth/558.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_560,560,NWPU VHR-10 dataset/positive image set/560.jpg,NWPU VHR-10 dataset/ground truth/560.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_562,562,NWPU VHR-10 dataset/positive image set/562.jpg,NWPU VHR-10 dataset/ground truth/562.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_564,564,NWPU VHR-10 dataset/positive image set/564.jpg,NWPU VHR-10 dataset/ground truth/564.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_565,565,NWPU VHR-10 dataset/positive image set/565.jpg,NWPU VHR-10 dataset/ground truth/565.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_567,567,NWPU VHR-10 dataset/positive image set/567.jpg,NWPU VHR-10 dataset/ground truth/567.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_569,569,NWPU VHR-10 dataset/positive image set/569.jpg,NWPU VHR-10 dataset/ground truth/569.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_570,570,NWPU VHR-10 dataset/positive image set/570.jpg,NWPU VHR-10 dataset/ground truth/570.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_571,571,NWPU VHR-10 dataset/positive image set/571.jpg,NWPU VHR-10 dataset/ground truth/571.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_572,572,NWPU VHR-10 dataset/positive image set/572.jpg,NWPU VHR-10 dataset/ground truth/572.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_573,573,NWPU VHR-10 dataset/positive image set/573.jpg,NWPU VHR-10 dataset/ground truth/573.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_574,574,NWPU VHR-10 dataset/positive image set/574.jpg,NWPU VHR-10 dataset/ground truth/574.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_576,576,NWPU VHR-10 dataset/positive image set/576.jpg,NWPU VHR-10 dataset/ground truth/576.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_577,577,NWPU VHR-10 dataset/positive image set/577.jpg,NWPU VHR-10 dataset/ground truth/577.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_578,578,NWPU VHR-10 dataset/positive image set/578.jpg,NWPU VHR-10 dataset/ground truth/578.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_579,579,NWPU VHR-10 dataset/positive image set/579.jpg,NWPU VHR-10 dataset/ground truth/579.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_581,581,NWPU VHR-10 dataset/positive image set/581.jpg,NWPU VHR-10 dataset/ground truth/581.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_582,582,NWPU VHR-10 dataset/positive image set/582.jpg,NWPU VHR-10 dataset/ground truth/582.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_583,583,NWPU VHR-10 dataset/positive image set/583.jpg,NWPU VHR-10 dataset/ground truth/583.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_585,585,NWPU VHR-10 dataset/positive image set/585.jpg,NWPU VHR-10 dataset/ground truth/585.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_586,586,NWPU VHR-10 dataset/positive image set/586.jpg,NWPU VHR-10 dataset/ground truth/586.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_587,587,NWPU VHR-10 dataset/positive image set/587.jpg,NWPU VHR-10 dataset/ground truth/587.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_588,588,NWPU VHR-10 dataset/positive image set/588.jpg,NWPU VHR-10 dataset/ground truth/588.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_590,590,NWPU VHR-10 dataset/positive image set/590.jpg,NWPU VHR-10 dataset/ground truth/590.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_591,591,NWPU VHR-10 dataset/positive image set/591.jpg,NWPU VHR-10 dataset/ground truth/591.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_592,592,NWPU VHR-10 dataset/positive image set/592.jpg,NWPU VHR-10 dataset/ground truth/592.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_594,594,NWPU VHR-10 dataset/positive image set/594.jpg,NWPU VHR-10 dataset/ground truth/594.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_595,595,NWPU VHR-10 dataset/positive image set/595.jpg,NWPU VHR-10 dataset/ground truth/595.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_596,596,NWPU VHR-10 dataset/positive image set/596.jpg,NWPU VHR-10 dataset/ground truth/596.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_597,597,NWPU VHR-10 dataset/positive image set/597.jpg,NWPU VHR-10 dataset/ground truth/597.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_598,598,NWPU VHR-10 dataset/positive image set/598.jpg,NWPU VHR-10 dataset/ground truth/598.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_599,599,NWPU VHR-10 dataset/positive image set/599.jpg,NWPU VHR-10 dataset/ground truth/599.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_600,600,NWPU VHR-10 dataset/positive image set/600.jpg,NWPU VHR-10 dataset/ground truth/600.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_603,603,NWPU VHR-10 dataset/positive image set/603.jpg,NWPU VHR-10 dataset/ground truth/603.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_604,604,NWPU VHR-10 dataset/positive image set/604.jpg,NWPU VHR-10 dataset/ground truth/604.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_605,605,NWPU VHR-10 dataset/positive image set/605.jpg,NWPU VHR-10 dataset/ground truth/605.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_609,609,NWPU VHR-10 dataset/positive image set/609.jpg,NWPU VHR-10 dataset/ground truth/609.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_611,611,NWPU VHR-10 dataset/positive image set/611.jpg,NWPU VHR-10 dataset/ground truth/611.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_614,614,NWPU VHR-10 dataset/positive image set/614.jpg,NWPU VHR-10 dataset/ground truth/614.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_616,616,NWPU VHR-10 dataset/positive image set/616.jpg,NWPU VHR-10 dataset/ground truth/616.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_617,617,NWPU VHR-10 dataset/positive image set/617.jpg,NWPU VHR-10 dataset/ground truth/617.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_618,618,NWPU VHR-10 dataset/positive image set/618.jpg,NWPU VHR-10 dataset/ground truth/618.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_619,619,NWPU VHR-10 dataset/positive image set/619.jpg,NWPU VHR-10 dataset/ground truth/619.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_621,621,NWPU VHR-10 dataset/positive image set/621.jpg,NWPU VHR-10 dataset/ground truth/621.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_622,622,NWPU VHR-10 dataset/positive image set/622.jpg,NWPU VHR-10 dataset/ground truth/622.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_623,623,NWPU VHR-10 dataset/positive image set/623.jpg,NWPU VHR-10 dataset/ground truth/623.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_624,624,NWPU VHR-10 dataset/positive image set/624.jpg,NWPU VHR-10 dataset/ground truth/624.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_625,625,NWPU VHR-10 dataset/positive image set/625.jpg,NWPU VHR-10 dataset/ground truth/625.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_626,626,NWPU VHR-10 dataset/positive image set/626.jpg,NWPU VHR-10 dataset/ground truth/626.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_628,628,NWPU VHR-10 dataset/positive image set/628.jpg,NWPU VHR-10 dataset/ground truth/628.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_629,629,NWPU VHR-10 dataset/positive image set/629.jpg,NWPU VHR-10 dataset/ground truth/629.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_630,630,NWPU VHR-10 dataset/positive image set/630.jpg,NWPU VHR-10 dataset/ground truth/630.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_631,631,NWPU VHR-10 dataset/positive image set/631.jpg,NWPU VHR-10 dataset/ground truth/631.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_632,632,NWPU VHR-10 dataset/positive image set/632.jpg,NWPU VHR-10 dataset/ground truth/632.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_634,634,NWPU VHR-10 dataset/positive image set/634.jpg,NWPU VHR-10 dataset/ground truth/634.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_636,636,NWPU VHR-10 dataset/positive image set/636.jpg,NWPU VHR-10 dataset/ground truth/636.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_638,638,NWPU VHR-10 dataset/positive image set/638.jpg,NWPU VHR-10 dataset/ground truth/638.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_641,641,NWPU VHR-10 dataset/positive image set/641.jpg,NWPU VHR-10 dataset/ground truth/641.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_642,642,NWPU VHR-10 dataset/positive image set/642.jpg,NWPU VHR-10 dataset/ground truth/642.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_643,643,NWPU VHR-10 dataset/positive image set/643.jpg,NWPU VHR-10 dataset/ground truth/643.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_644,644,NWPU VHR-10 dataset/positive image set/644.jpg,NWPU VHR-10 dataset/ground truth/644.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_645,645,NWPU VHR-10 dataset/positive image set/645.jpg,NWPU VHR-10 dataset/ground truth/645.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_646,646,NWPU VHR-10 dataset/positive image set/646.jpg,NWPU VHR-10 dataset/ground truth/646.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_647,647,NWPU VHR-10 dataset/positive image set/647.jpg,NWPU VHR-10 dataset/ground truth/647.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_649,649,NWPU VHR-10 dataset/positive image set/649.jpg,NWPU VHR-10 dataset/ground truth/649.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_650,650,NWPU VHR-10 dataset/positive image set/650.jpg,NWPU VHR-10 dataset/ground truth/650.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_005,005,NWPU VHR-10 dataset/positive image set/005.jpg,NWPU VHR-10 dataset/ground truth/005.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_006,006,NWPU VHR-10 dataset/positive image set/006.jpg,NWPU VHR-10 dataset/ground truth/006.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_009,009,NWPU VHR-10 dataset/positive image set/009.jpg,NWPU VHR-10 dataset/ground truth/009.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_010,010,NWPU VHR-10 dataset/positive image set/010.jpg,NWPU VHR-10 dataset/ground truth/010.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_015,015,NWPU VHR-10 dataset/positive image set/015.jpg,NWPU VHR-10 dataset/ground truth/015.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_022,022,NWPU VHR-10 dataset/positive image set/022.jpg,NWPU VHR-10 dataset/ground truth/022.txt,False,val,42,0.7,0.15,0.15
nwpu_background_022,022,NWPU VHR-10 dataset/negative image set/022.jpg,,True,val,42,0.7,0.15,0.15
nwpu_background_030,030,NWPU VHR-10 dataset/negative image set/030.jpg,,True,val,42,0.7,0.15,0.15
nwpu_background_032,032,NWPU VHR-10 dataset/negative image set/032.jpg,,True,val,42,0.7,0.15,0.15
nwpu_positive_035,035,NWPU VHR-10 dataset/positive image set/035.jpg,NWPU VHR-10 dataset/ground truth/035.txt,False,val,42,0.7,0.15,0.15
nwpu_background_035,035,NWPU VHR-10 dataset/negative image set/035.jpg,,True,val,42,0.7,0.15,0.15
nwpu_background_036,036,NWPU VHR-10 dataset/negative image set/036.jpg,,True,val,42,0.7,0.15,0.15
nwpu_positive_038,038,NWPU VHR-10 dataset/positive image set/038.jpg,NWPU VHR-10 dataset/ground truth/038.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_044,044,NWPU VHR-10 dataset/positive image set/044.jpg,NWPU VHR-10 dataset/ground truth/044.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_048,048,NWPU VHR-10 dataset/positive image set/048.jpg,NWPU VHR-10 dataset/ground truth/048.txt,False,val,42,0.7,0.15,0.15
nwpu_background_048,048,NWPU VHR-10 dataset/negative image set/048.jpg,,True,val,42,0.7,0.15,0.15
nwpu_background_052,052,NWPU VHR-10 dataset/negative image set/052.jpg,,True,val,42,0.7,0.15,0.15
nwpu_background_053,053,NWPU VHR-10 dataset/negative image set/053.jpg,,True,val,42,0.7,0.15,0.15
nwpu_positive_058,058,NWPU VHR-10 dataset/positive image set/058.jpg,NWPU VHR-10 dataset/ground truth/058.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_060,060,NWPU VHR-10 dataset/positive image set/060.jpg,NWPU VHR-10 dataset/ground truth/060.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_075,075,NWPU VHR-10 dataset/positive image set/075.jpg,NWPU VHR-10 dataset/ground truth/075.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_081,081,NWPU VHR-10 dataset/positive image set/081.jpg,NWPU VHR-10 dataset/ground truth/081.txt,False,val,42,0.7,0.15,0.15
nwpu_background_082,082,NWPU VHR-10 dataset/negative image set/082.jpg,,True,val,42,0.7,0.15,0.15
nwpu_background_088,088,NWPU VHR-10 dataset/negative image set/088.jpg,,True,val,42,0.7,0.15,0.15
nwpu_background_091,091,NWPU VHR-10 dataset/negative image set/091.jpg,,True,val,42,0.7,0.15,0.15
nwpu_background_096,096,NWPU VHR-10 dataset/negative image set/096.jpg,,True,val,42,0.7,0.15,0.15
nwpu_positive_100,100,NWPU VHR-10 dataset/positive image set/100.jpg,NWPU VHR-10 dataset/ground truth/100.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_103,103,NWPU VHR-10 dataset/positive image set/103.jpg,NWPU VHR-10 dataset/ground truth/103.txt,False,val,42,0.7,0.15,0.15
nwpu_background_107,107,NWPU VHR-10 dataset/negative image set/107.jpg,,True,val,42,0.7,0.15,0.15
nwpu_positive_112,112,NWPU VHR-10 dataset/positive image set/112.jpg,NWPU VHR-10 dataset/ground truth/112.txt,False,val,42,0.7,0.15,0.15
nwpu_background_113,113,NWPU VHR-10 dataset/negative image set/113.jpg,,True,val,42,0.7,0.15,0.15
nwpu_positive_114,114,NWPU VHR-10 dataset/positive image set/114.jpg,NWPU VHR-10 dataset/ground truth/114.txt,False,val,42,0.7,0.15,0.15
nwpu_background_114,114,NWPU VHR-10 dataset/negative image set/114.jpg,,True,val,42,0.7,0.15,0.15
nwpu_background_116,116,NWPU VHR-10 dataset/negative image set/116.jpg,,True,val,42,0.7,0.15,0.15
nwpu_positive_117,117,NWPU VHR-10 dataset/positive image set/117.jpg,NWPU VHR-10 dataset/ground truth/117.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_118,118,NWPU VHR-10 dataset/positive image set/118.jpg,NWPU VHR-10 dataset/ground truth/118.txt,False,val,42,0.7,0.15,0.15
nwpu_background_120,120,NWPU VHR-10 dataset/negative image set/120.jpg,,True,val,42,0.7,0.15,0.15
nwpu_background_123,123,NWPU VHR-10 dataset/negative image set/123.jpg,,True,val,42,0.7,0.15,0.15
nwpu_background_125,125,NWPU VHR-10 dataset/negative image set/125.jpg,,True,val,42,0.7,0.15,0.15
nwpu_background_130,130,NWPU VHR-10 dataset/negative image set/130.jpg,,True,val,42,0.7,0.15,0.15
nwpu_background_136,136,NWPU VHR-10 dataset/negative image set/136.jpg,,True,val,42,0.7,0.15,0.15
nwpu_positive_142,142,NWPU VHR-10 dataset/positive image set/142.jpg,NWPU VHR-10 dataset/ground truth/142.txt,False,val,42,0.7,0.15,0.15
nwpu_background_142,142,NWPU VHR-10 dataset/negative image set/142.jpg,,True,val,42,0.7,0.15,0.15
nwpu_positive_145,145,NWPU VHR-10 dataset/positive image set/145.jpg,NWPU VHR-10 dataset/ground truth/145.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_160,160,NWPU VHR-10 dataset/positive image set/160.jpg,NWPU VHR-10 dataset/ground truth/160.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_161,161,NWPU VHR-10 dataset/positive image set/161.jpg,NWPU VHR-10 dataset/ground truth/161.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_162,162,NWPU VHR-10 dataset/positive image set/162.jpg,NWPU VHR-10 dataset/ground truth/162.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_163,163,NWPU VHR-10 dataset/positive image set/163.jpg,NWPU VHR-10 dataset/ground truth/163.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_167,167,NWPU VHR-10 dataset/positive image set/167.jpg,NWPU VHR-10 dataset/ground truth/167.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_170,170,NWPU VHR-10 dataset/positive image set/170.jpg,NWPU VHR-10 dataset/ground truth/170.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_171,171,NWPU VHR-10 dataset/positive image set/171.jpg,NWPU VHR-10 dataset/ground truth/171.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_180,180,NWPU VHR-10 dataset/positive image set/180.jpg,NWPU VHR-10 dataset/ground truth/180.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_188,188,NWPU VHR-10 dataset/positive image set/188.jpg,NWPU VHR-10 dataset/ground truth/188.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_208,208,NWPU VHR-10 dataset/positive image set/208.jpg,NWPU VHR-10 dataset/ground truth/208.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_220,220,NWPU VHR-10 dataset/positive image set/220.jpg,NWPU VHR-10 dataset/ground truth/220.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_234,234,NWPU VHR-10 dataset/positive image set/234.jpg,NWPU VHR-10 dataset/ground truth/234.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_237,237,NWPU VHR-10 dataset/positive image set/237.jpg,NWPU VHR-10 dataset/ground truth/237.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_241,241,NWPU VHR-10 dataset/positive image set/241.jpg,NWPU VHR-10 dataset/ground truth/241.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_247,247,NWPU VHR-10 dataset/positive image set/247.jpg,NWPU VHR-10 dataset/ground truth/247.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_252,252,NWPU VHR-10 dataset/positive image set/252.jpg,NWPU VHR-10 dataset/ground truth/252.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_256,256,NWPU VHR-10 dataset/positive image set/256.jpg,NWPU VHR-10 dataset/ground truth/256.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_259,259,NWPU VHR-10 dataset/positive image set/259.jpg,NWPU VHR-10 dataset/ground truth/259.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_268,268,NWPU VHR-10 dataset/positive image set/268.jpg,NWPU VHR-10 dataset/ground truth/268.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_270,270,NWPU VHR-10 dataset/positive image set/270.jpg,NWPU VHR-10 dataset/ground truth/270.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_279,279,NWPU VHR-10 dataset/positive image set/279.jpg,NWPU VHR-10 dataset/ground truth/279.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_280,280,NWPU VHR-10 dataset/positive image set/280.jpg,NWPU VHR-10 dataset/ground truth/280.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_299,299,NWPU VHR-10 dataset/positive image set/299.jpg,NWPU VHR-10 dataset/ground truth/299.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_302,302,NWPU VHR-10 dataset/positive image set/302.jpg,NWPU VHR-10 dataset/ground truth/302.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_308,308,NWPU VHR-10 dataset/positive image set/308.jpg,NWPU VHR-10 dataset/ground truth/308.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_309,309,NWPU VHR-10 dataset/positive image set/309.jpg,NWPU VHR-10 dataset/ground truth/309.txt,False,val,42,0.7,0.15,0.15
